phecode	phecode_string	category
NS_333.2	Insomnia	Neurological
NS_333.3	Hypersomnia	Neurological
NS_333.4	Circadian rhythm sleep disorder	Neurological
NS_333.5	Parasomnias	Neurological
NS_333.51	Confusional arousals	Neurological
NS_333.52	REM sleep behavior disorder	Neurological
NS_333.53	Recurrent isolated sleep paralysis	Neurological
NS_333.54	Sleepwalking [somnambulism]*	Neurological
NS_333.55	Sleep terrors [night terrors]*	Neurological
NS_333.6	Sleep related movement disorders	Neurological
NS_333.61	Periodic limb movement disorder	Neurological
NS_333.62	Sleep related leg cramps	Neurological
NS_333.63	Sleep related bruxism	Neurological
NS_333.64	Restless legs syndrome	Neurological
NS_333.7	Narcolepsy	Neurological
NS_333.71	Narcolepsy with cataplexy	Neurological
NS_333.8	Sleep disturbances	Neurological
NS_334	Disorders of facial and cranial nerves	Neurological
NS_334.1	Trigeminal nerve disorders [CN5]	Neurological
NS_334.11	Trigeminal neuralgia	Neurological
NS_334.12	Atypical face pain	Neurological
NS_334.2	Facial nerve disorders and weakness	Neurological
NS_334.21	Bell's palsy	Neurological
NS_334.22	Geniculate ganglionitis	Neurological
NS_334.23	Facial weakness	Neurological
NS_334.24	Clonic hemifacial spasm*	Neurological
NS_334.25	Facial myokymia*	Neurological
NS_334.3	Disorders of olfactory [1st] nerve	Neurological
NS_334.4	Disorders of oculomotor nerves	Neurological
NS_334.41	Third [oculomotor] nerve palsy	Neurological
NS_334.42	Fourth [trochlear] nerve palsy	Neurological
NS_334.44	Sixth [abducent] nerve palsy	Neurological
NS_334.5	Other disorders of glossopharyngeal [9th] nerve	Neurological
NS_334.6	Disorders of pneumogastric [10th] nerve	Neurological
NS_334.8	Disorders of hypoglossal [12th] nerve	Neurological
NS_334.9	Multiple cranial nerve palsies	Neurological
NS_335	Nerve root and plexus disorders	Neurological
NS_335.1	Nerve plexus lesions	Neurological
NS_335.2	Nerve root lesions	Neurological
NS_335.3	Neuralgic amyotrophy	Neurological
NS_335.4	Phantom limb (syndrome)	Neurological
NS_336	Mononeuropathies	Neurological
NS_336.4	Mononeuritis of upper limb	Neurological
NS_336.41	Carpal tunnel syndrome	Neurological
NS_336.411	"Carpal tunnel syndrome, bilateral*"	Neurological
NS_336.5	Mononeuritis of lower limb	Neurological
NS_336.51	Lesion of sciatic nerve	Neurological
NS_336.52	Meralgia paresthetica	Neurological
NS_337	Polyneuropathies	Neurological
NS_337.2	Inflammatory polyneuropathy	Neurological
NS_337.21	Guillain-Barre syndrome [Acute infective polyneuritis]	Neurological
NS_337.22	Chronic inflammatory demyelinating polyneuritis	Neurological
NS_337.3	Toxic polyneuropathy	Neurological
NS_337.4	Critical illness polyneuropathy	Neurological
NS_337.5	Polyneuropathy related to infections	Neurological
NS_337.6	Idiopathic progressive neuropathy	Neurological
NS_338	Myasthenia gravis and other myoneural disorders	Neurological
NS_338.1	Myasthenia gravis	Neurological
NS_338.2	Toxic myoneural disorders	Neurological
NS_338.3	Lambert-Eaton syndrome	Neurological
NS_339	Primary disorders of muscles	Neurological
NS_339.2	Myotonic disorders	Neurological
NS_339.4	Periodic paralysis	Neurological
NS_340	Myopathies	Neurological
NS_340.1	Critical illness myopathy	Neurological
NS_340.2	Toxic myopathy	Neurological
NS_340.3	Inflammatory and immune myopathies	Neurological
NS_341	Cerebral palsy and other paralytic syndromes	Neurological
NS_341.1	Cerebral palsy	Neurological
NS_341.11	Spastic cerebral palsy*	Neurological
NS_341.12	Athetoid cerebral palsy	Neurological
NS_341.13	Ataxic cerebral palsy*	Neurological
NS_341.2	Hemiplegia and hemiparesis	Neurological
NS_341.21	Flaccid hemiplegia	Neurological
NS_341.22	Spastic hemiplegia	Neurological
NS_341.23	Brown-Sequard syndrome*	Neurological
NS_341.6	Cauda equina syndrome	Neurological
NS_341.9	Transient paralysis	Neurological
NS_342	Plegia and unspecified paralysis	Neurological
NS_342.1	Paraplegia/Diplegia	Neurological
NS_342.2	Quadriplegia	Neurological
NS_342.4	Monoplegia	Neurological
NS_343	Disorders of autonomic nervous system	Neurological
NS_343.1	Peripheral autonomic neuropathy	Neurological
NS_343.2	Autonomic dysreflexia	Neurological
NS_343.3	Complex regional pain syndrome	Neurological
NS_343.5	Horner's syndrome*	Neurological
NS_343.6	Multi-system degeneration of the autonomic nervous system*	Neurological
NS_343.7	Postural orthostatic tachycardia syndrome [POTS]*	Neurological
NS_344	Disorders of the circulation of the cerebrospinal fluid	Neurological
NS_344.1	Hydrocephalus	Neurological
NS_344.11	Communicating hydrocephalus	Neurological
NS_344.12	Obstructive hydrocephalus	Neurological
NS_344.13	(Idiopathic) normal pressure hydrocephalus	Neurological
NS_344.2	Benign intracranial hypertension	Neurological
NS_344.3	Cerebrospinal fluid leak	Neurological
NS_345	Encephalopathy	Neurological
NS_345.1	Toxic encephalopathy	Neurological
NS_345.2	Metabolic encephalopathy	Neurological
NS_345.3	Hypertensive encephalopathy	Neurological
NS_345.5	Posterior reversible encephalopathy syndrome*	Neurological
NS_346	Brain damage and brain death	Neurological
NS_346.1	Postconcussion syndrome	Neurological
NS_346.2	Pseudobulbar affect	Neurological
NS_346.3	Anoxic brain damage	Neurological
NS_346.5	Compression of brain	Neurological
NS_346.6	Cerebral edema	Neurological
NS_347	Other disorders of the brain and CNS	Neurological
NS_347.1	Cerebral cysts	Neurological
NS_347.2	Disorders of meninges	Neurological
NS_347.21	Dural tear	Neurological
NS_347.3	Temporal sclerosis	Neurological
NS_348	Other diseases of spinal cord	Neurological
NS_348.1	Syringomyelia and syringobulbia	Neurological
NS_348.2	Myelopathies	Neurological
NS_348.21	Vascular myelopathies	Neurological
NS_348.4	Spinal cord compression*	Neurological
NS_349	Disorder of nervous system	Neurological
NS_349.1	Abnormal findings on diagnostic test of central nervous system	Neurological
NS_349.12	Abnormal electroencephalogram [EEG]	Neurological
NS_349.13	Abnormal findings on diagnostic imaging of skull and head	Neurological
NS_349.14	"White matter disease, unspecified*"	Neurological
NS_349.15	Intracranial space-occupying lesion found on diagnostic imaging of central nervous system*	Neurological
NS_349.2	Abnormal results of function studies of peripheral nervous system	Neurological
NS_349.3	Nonspecific abnormal electromyogram [EMG]	Neurological
NS_350	Other symptoms involving nervous  system	Neurological
NS_350.2	Meningismus	Neurological
NS_350.3	Abnormal reflex	Neurological
NS_350.4	Abnormal posture	Neurological
NS_350.5	Repeated falls*	Neurological
NS_351	Disturbances of skin sensation	Neurological
NS_351.1	Anesthesia of skin*	Neurological
NS_351.2	Hypoesthesia of skin*	Neurological
NS_351.3	Paresthesia of skin*	Neurological
NS_351.4	Hyperesthesia*	Neurological
NS_352	Disturbances of sensation of smell and taste	Neurological
NS_352.1	Anosmia and Parosmia*	Neurological
NS_352.2	Parageusia*	Neurological
NS_354	Dizziness and giddiness	Neurological
NS_355	Coma and other alteration of consciousness	Neurological
NS_355.1	Coma	Neurological
NS_355.2	Alteration of consciousness	Neurological
NS_355.21	Transient alteration of awareness	Neurological
NS_356	Speech disturbance	Neurological
NS_356.1	Dysarthria	Neurological
NS_356.2	Aphasia and dysphasia	Neurological
NS_356.4	Slurred speech*	Neurological
SO_360	Inflammation of eyelids	Sense organs
SO_360.1	Hordeolum	Sense organs
SO_360.2	Chalazion	Sense organs
SO_360.4	Blepharitis	Sense organs
SO_360.41	Ulcerative blepharitis	Sense organs
SO_360.42	Squamous blepharitis	Sense organs
SO_360.5	Noninfectious dermatoses of eyelid	Sense organs
SO_360.51	Eczematous dermatitis of eyelid	Sense organs
SO_360.52	Xeroderma of eyelid	Sense organs
SO_360.53	Allergic dermatitis of eyelid	Sense organs
SO_360.54	Discoid lupus erythematosus of eyelid	Sense organs
SO_360.6	Abscess of eyelid	Sense organs
SO_361	Disorders of eyelid function	Sense organs
SO_361.1	Entropion and trichiasis of eyelid	Sense organs
SO_361.12	Mechanical entropion	Sense organs
SO_361.13	Spastic entropion	Sense organs
SO_361.14	Cicatricial entropion	Sense organs
SO_361.15	Trichiasis of eyelid without entropion	Sense organs
SO_361.2	Lagophthalmos	Sense organs
SO_361.22	Mechanical lagophthalmos	Sense organs
SO_361.24	Cicatricial lagophthalmos	Sense organs
SO_361.25	Paralytic lagophthalmos	Sense organs
SO_361.3	Ptosis of eyelid	Sense organs
SO_361.32	Mechanical ptosis of eyelid	Sense organs
SO_361.33	Myogenic ptosis of eyelid	Sense organs
SO_361.35	Paralytic ptosis	Sense organs
SO_361.36	Brow ptosis*	Sense organs
SO_361.4	Blepharochalasis	Sense organs
SO_361.5	Eyelid retraction	Sense organs
SO_361.6	Abnormal innervation syndrome of eyelid	Sense organs
SO_361.8	Blepharophimosis	Sense organs
SO_361.9	Ectropion of eyelid	Sense organs
SO_361.92	Mechanical ectropion	Sense organs
SO_361.93	Spastic ectropion	Sense organs
SO_361.94	Cicatricial ectropion	Sense organs
SO_362	Other disorders of the eyelids	Sense organs
SO_362.1	Xanthelasma of eyelid	Sense organs
SO_362.2	Hyperpigmentation of eyelid [Chloasma]	Sense organs
SO_362.3	Hypertrichosis of eyelid	Sense organs
SO_362.4	Hypotrichosis of eyelid [Madarosis]	Sense organs
SO_362.5	Cysts of eyelid	Sense organs
SO_362.6	Dermatochalasis of eyelid	Sense organs
SO_362.7	Edema of eyelid	Sense organs
SO_362.8	Meibomian gland dysfunction of eyelid*	Sense organs
SO_363	Disorders of lacrimal system	Sense organs
SO_363.1	Dacryoadenitis	Sense organs
SO_363.2	Dry eye syndrome [Tear film insufficiency]	Sense organs
SO_363.3	Lacrimal cysts	Sense organs
SO_363.4	Lacrimal atrophy	Sense organs
SO_363.5	Epiphora	Sense organs
SO_363.51	Epiphora due to excess lacrimation	Sense organs
SO_363.52	Epiphora due to insufficient drainage	Sense organs
SO_363.6	Inflammation of lacrimal passages	Sense organs
SO_363.61	Dacryocystitis	Sense organs
SO_363.62	Canaliculitis	Sense organs
SO_363.63	Lacrimal mucocele	Sense organs
SO_363.7	Stenosis and insufficiency of lacrimal passages	Sense organs
SO_365	Disorders of the orbit	Sense organs
SO_365.1	Enophthalmos	Sense organs
SO_365.2	Orbital edema or congestion	Sense organs
SO_365.3	Exophthalmos [Proptosis]	Sense organs
SO_365.4	Orbital cysts	Sense organs
SO_365.5	Myopathy of extraocular muscles	Sense organs
SO_365.6	Deformity of orbit	Sense organs
SO_366	Disorders of conjunctiva	Sense organs
SO_366.1	Pterygium of eye	Sense organs
SO_366.2	Conjunctival degenerations and deposits	Sense organs
SO_366.21	Pinguecula	Sense organs
SO_366.3	Conjunctival scars	Sense organs
SO_366.4	Vascular abnormalities of conjunctiva	Sense organs
SO_366.42	Conjunctival hyperemia	Sense organs
SO_366.5	Conjunctival edema	Sense organs
SO_366.6	Conjunctival cysts	Sense organs
SO_367	Inflammation of the eye	Sense organs
SO_367.1	Conjunctivitis	Sense organs
SO_367.11	Follicular conjunctivitis	Sense organs
SO_367.12	Allergic conjunctivitis	Sense organs
SO_367.13	Blepharoconjunctivitis	Sense organs
SO_367.2	Keratitis	Sense organs
SO_367.21	Corneal ulcer	Sense organs
SO_367.22	Punctate keratitis	Sense organs
SO_367.3	Keratoconjunctivitis	Sense organs
SO_367.31	Keratoconjunctivitis sicca	Sense organs
SO_367.32	Neurotrophic keratoconjunctivitis	Sense organs
SO_367.4	Inflammation of orbit	Sense organs
SO_367.41	Cellulitis of orbit	Sense organs
SO_367.42	Granuloma of orbit	Sense organs
SO_367.5	Uveitis	Sense organs
SO_367.51	Panuveitis	Sense organs
SO_367.52	Iridocyclitis	Sense organs
SO_367.53	Chorioretinitis	Sense organs
SO_367.56	Vogt-Koyanagi-Harada Disease	Sense organs
SO_367.6	Episcleritis	Sense organs
SO_367.7	Scleritis	Sense organs
SO_367.8	Hypopyon	Sense organs
SO_367.9	Chorioretinal inflammation	Sense organs
SO_368	Disorders of sclera	Sense organs
SO_368.1	Scleral staphyloma	Sense organs
SO_368.2	Scleral ectasia	Sense organs
SO_369	Disorders of the cornea	Sense organs
SO_369.1	Corneal scars and opacities	Sense organs
SO_369.11	Peripheral opacity of cornea	Sense organs
SO_369.12	Central opacity of cornea	Sense organs
SO_369.14	Corneal pigmentations	Sense organs
SO_369.15	Corneal deposits	Sense organs
SO_369.2	Corneal edema	Sense organs
SO_369.3	Corneal neovascularization	Sense organs
SO_369.4	Corneal degenerations	Sense organs
SO_369.42	Recurrent erosion of cornea	Sense organs
SO_369.43	Band keratopathy	Sense organs
SO_369.44	Senile corneal changes including arcus senilis	Sense organs
SO_369.6	Corneal deformities	Sense organs
SO_369.61	Corneal ectasia	Sense organs
SO_369.62	Keratoconus	Sense organs
SO_369.7	Endothelial corneal dystrophy [Fuchs' dystrophy]	Sense organs
SO_370	Disorders of iris and ciliary body	Sense organs
SO_370.1	Degeneration of iris and ciliary body	Sense organs
SO_370.11	Pigmentary iris degeneration	Sense organs
SO_370.2	"Cyst of iris, ciliary body and anterior chamber"	Sense organs
SO_370.3	Vascular disorders of iris and ciliary body	Sense organs
SO_370.4	Adhesions and disruptions of iris and ciliary body	Sense organs
SO_370.41	Pupillary abnormalities	Sense organs
SO_370.6	Floppy iris syndrome	Sense organs
SO_371	Cataract	Sense organs
SO_371.1	Cortical age-related cataract	Sense organs
SO_371.2	Subcapsular cataract	Sense organs
SO_371.21	Anterior subcapsular polar cataract	Sense organs
SO_371.22	Posterior subcapsular polar cataract	Sense organs
SO_371.3	Nuclear cataract	Sense organs
SO_371.4	"Cortical, lamellar, or zonular nonsenile cataract"	Sense organs
SO_372	Disorders of lens (excluding cataracts)	Sense organs
SO_372.1	Aphakia	Sense organs
SO_372.2	Dislocation of lens	Sense organs
SO_373	Disorders of choroid	Sense organs
SO_373.1	Chorioretinal scars	Sense organs
SO_373.2	Choroidal degenerations	Sense organs
SO_373.5	Choroidal detachment	Sense organs
SO_374	Disorders of the retina	Sense organs
SO_374.1	Retinal detachments and breaks	Sense organs
SO_374.11	Serous retinal detachment	Sense organs
SO_374.12	Traction detachment of retina	Sense organs
SO_374.13	Horseshoe tear of retina without detachment	Sense organs
SO_374.14	Round hole of retina without detachment	Sense organs
SO_374.2	Retinoschisis and retinal cysts	Sense organs
SO_374.21	Retinoschisis	Sense organs
SO_374.22	Retinal cysts	Sense organs
SO_374.3	Retinal vasculopathy	Sense organs
SO_374.32	Retinal microaneurysms	Sense organs
SO_374.33	Retinal neovascularization	Sense organs
SO_374.34	Retinal vasculitis	Sense organs
SO_374.35	Retinal telangiectasis	Sense organs
SO_374.36	Retinal ischemia	Sense organs
SO_374.4	Retinopathy	Sense organs
SO_374.41	Hypertensive retinopathy	Sense organs
SO_374.42	Diabetic retinopathy	Sense organs
SO_374.43	Exudative retinopathy	Sense organs
SO_374.44	Central serous chorioretinopathy	Sense organs
SO_374.5	Macular degeneration	Sense organs
SO_374.51	Age-related macular degeneration	Sense organs
SO_374.511	Nonexuadative (dry) age-related macular degeneration	Sense organs
SO_374.512	Exuadative (wet) age-related macular degeneration	Sense organs
SO_374.53	Cystoid macular degeneration	Sense organs
SO_374.54	Drusen (degenerative) of macula	Sense organs
SO_374.6	Peripheral retinal degeneration	Sense organs
SO_374.61	Lattice degeneration of retina	Sense organs
SO_374.7	Non-degenerative maculopathy	Sense organs
SO_374.71	Puckering of macula	Sense organs
SO_374.72	Toxic maculopathy of retina	Sense organs
SO_374.73	Angioid streaks of macula	Sense organs
SO_374.74	"Macular cyst, hole, or pseudohole"	Sense organs
SO_374.8	Retinal edema	Sense organs
SO_374.9	Retinal occlusions	Sense organs
SO_374.91	Transient retinal arterial occlusion [Amaurosis fugax]	Sense organs
SO_375	Abnormal intraocular pressure	Sense organs
SO_375.1	Glaucoma	Sense organs
SO_375.11	Open angle glaucoma	Sense organs
SO_375.111	Capsular glaucoma with pseudoexfoliation of lens	Sense organs
SO_375.112	Pigmentary glaucoma	Sense organs
SO_375.113	Low-tension glaucoma	Sense organs
SO_375.12	Angle-Closure Glaucoma	Sense organs
SO_375.6	Ocular hypertension	Sense organs
SO_375.61	Blind hypertensive eye	Sense organs
SO_375.7	Hypotony of eye	Sense organs
SO_376	Disorders of vitreous body	Sense organs
SO_376.1	Vitreous degeneration	Sense organs
SO_376.2	Vitreous opacities	Sense organs
SO_376.21	Crystalline deposits in vitreous body	Sense organs
SO_376.22	Vitreous membranes and strands	Sense organs
SO_376.3	Vitreous prolapse	Sense organs
SO_376.4	Vitreomacular adhesion	Sense organs
SO_377	Hemorrhage of the eye	Sense organs
SO_377.1	Hemorrhage of orbit	Sense organs
SO_377.2	Conjunctival hemorrhage	Sense organs
SO_377.3	Choroidal hemorrhage and rupture	Sense organs
SO_377.4	Retinal hemorrhage	Sense organs
SO_377.5	Vitreous hemorrhage	Sense organs
SO_377.6	Hemorrhage in optic nerve sheath	Sense organs
SO_377.7	Hemophthalmos	Sense organs
SO_377.8	Hyphema	Sense organs
SO_379	Infection of the eye	Sense organs
SO_379.2	"Eye infection, viral"	Sense organs
SO_379.3	"Eye infection, toxoplasmosis"	Sense organs
SO_380	Disorders of optic nerve and visual pathways	Sense organs
SO_380.1	Optic neuropathy	Sense organs
SO_380.11	Optic neuritis	Sense organs
SO_380.12	Ischemic optic neuropathy	Sense organs
SO_380.2	Disorders of optic disc	Sense organs
SO_380.21	Papilledema	Sense organs
SO_380.22	Optic disc drusen	Sense organs
SO_380.23	Optic nerve hypoplasia	Sense organs
SO_380.24	Pseudopapilledema of optic disc	Sense organs
SO_380.3	Optic atrophy	Sense organs
SO_380.5	Disorders of visual cortex	Sense organs
SO_380.51	Cortical blindness	Sense organs
SO_381	Strabismus	Sense organs
SO_381.1	Paralytic strabismus [Neurogenic strabismus]	Sense organs
SO_381.11	Ophthalmoplegia	Sense organs
SO_381.3	Esotropia	Sense organs
SO_381.31	Alternating esotropia	Sense organs
SO_381.32	Accommodative esotropia	Sense organs
SO_381.4	Exotropia	Sense organs
SO_381.41	Alternating exotropia	Sense organs
SO_381.5	Vertical strabismus	Sense organs
SO_381.6	Duane's syndrome [Duane anomaly]	Sense organs
SO_381.7	Cyclotropia	Sense organs
SO_381.8	Heterophoria	Sense organs
SO_381.81	Esophoria	Sense organs
SO_381.82	Exophoria	Sense organs
SO_381.83	Cyclophoria	Sense organs
SO_382	Other disorders of binocular movement	Sense organs
SO_382.1	Impaired convergence	Sense organs
SO_382.2	Palsy of conjugate gaze	Sense organs
SO_383	Irregular eye movements	Sense organs
SO_383.1	Nystagmus	Sense organs
SO_383.2	Saccadic eye movements	Sense organs
SO_384	Anomalies of pupillary function	Sense organs
SO_384.1	Anisocoria	Sense organs
SO_384.2	Miosis	Sense organs
SO_384.3	Mydriasis	Sense organs
SO_384.4	Tonic pupil	Sense organs
SO_385	Abnormal results of function studies of eye	Sense organs
SO_386	Visual disturbances	Sense organs
SO_386.1	Amblyopia	Sense organs
SO_386.2	Diplopia	Sense organs
SO_386.3	Visual discomfort	Sense organs
SO_386.4	Visual field defects	Sense organs
SO_386.41	Scotoma	Sense organs
SO_386.42	Hemianopia	Sense organs
SO_386.43	Constriction of visual field	Sense organs
SO_386.5	Color vision deficiencies	Sense organs
SO_386.6	Night blindness	Sense organs
SO_386.7	Impaired contrast sensitivity*	Sense organs
SO_386.8	Sudden or transient visual loss	Sense organs
SO_386.9	Visual distortions and subjective visual disturbances	Sense organs
SO_387	Disorders of refraction and accommodation	Sense organs
SO_387.1	Hypermetropia	Sense organs
SO_387.2	Myopia	Sense organs
SO_387.21	Progressive high (degenerative) myopia	Sense organs
SO_387.3	Astigmatism	Sense organs
SO_387.4	Presbyopia	Sense organs
SO_387.5	Anisometropia	Sense organs
SO_387.6	Aniseikonia	Sense organs
SO_387.8	Disorders of accommodation	Sense organs
SO_388	Blindness and low vision	Sense organs
SO_389	Other disorders of eye	Sense organs
SO_389.1	Ocular pain	Sense organs
SO_389.2	Leucocoria	Sense organs
SO_390	Disorders of external ear	Sense organs
SO_390.1	Otitis externa	Sense organs
SO_390.2	Exostosis of external auditory canal	Sense organs
SO_390.4	Impacted cerumen	Sense organs
SO_390.5	Stenosis of external ear canal	Sense organs
SO_390.6	Perichondritis and chondritis of pinna	Sense organs
SO_391	Disorders of the middle ear	Sense organs
SO_391.1	Otitis media	Sense organs
SO_391.2	Eustachian tube disorders	Sense organs
SO_391.21	Eustachian salpingitis	Sense organs
SO_391.22	Obstruction of Eustachian tube	Sense organs
SO_391.23	Patulous Eustachian tube	Sense organs
SO_391.3	Adhesive middle ear disease [Glue ear]	Sense organs
SO_391.4	Tympanosclerosis	Sense organs
SO_391.5	Abnormalities of ear ossicles	Sense organs
SO_391.6	Cholesteatoma of middle ear	Sense organs
SO_391.7	Perforation of tympanic membrane	Sense organs
SO_391.8	Otosclerosis	Sense organs
SO_391.9	Myringitis	Sense organs
SO_392	Otalgia and effusion of ear	Sense organs
SO_392.1	Otalgia [ear pain]	Sense organs
SO_392.2	Otorrhea	Sense organs
SO_393	Mastoiditis and related conditions	Sense organs
SO_394	Disorders of vestibular function	Sense organs
SO_394.1	Meniere's disease	Sense organs
SO_394.2	Vertigo	Sense organs
SO_394.21	Paroxysmal vertigo	Sense organs
SO_394.22	Vestibular neuronitis	Sense organs
SO_394.23	Central origin vertigo	Sense organs
SO_394.4	Abnormal vestibular function study	Sense organs
SO_395	Other diseases of inner ear	Sense organs
SO_395.1	Labyrinthitis	Sense organs
SO_395.2	Labyrinthine fistula	Sense organs
SO_396	Hearing impairment	Sense organs
SO_396.1	Conductive hearing loss	Sense organs
SO_396.2	Sensorineural hearing loss	Sense organs
SO_396.3	Mixed conductive and sensorineural hearing loss	Sense organs
SO_396.4	Ototoxic hearing loss*	Sense organs
SO_396.5	Sudden idiopathic hearing loss	Sense organs
SO_396.6	Transient ischemic deafness	Sense organs
SO_396.7	"Deaf nonspeaking, not elsewhere classified"	Sense organs
SO_396.8	Bilateral hearing loss	Sense organs
SO_396.9	Unilateral hearing loss	Sense organs
SO_397	Other hearing abnormality	Sense organs
SO_397.1	Tinnitus	Sense organs
SO_397.11	Pulsatile tinnitus*	Sense organs
SO_397.2	Noise effects on inner ear	Sense organs
SO_397.3	Hyperacusis	Sense organs
SO_398	Other disorders of ear	Sense organs
SO_399	Abnormal auditory function study	Sense organs
CV_400	Rheumatic fever and chronic rheumatic heart diseases	Cardiovascular
CV_400.1	Rheumatic chorea	Cardiovascular
CV_400.2	Rheumatic heart disease	Cardiovascular
CV_401	Hypertension	Cardiovascular
CV_401.1	Essential hypertension	Cardiovascular
CV_401.2	Hypertensive heart disease	Cardiovascular
CV_401.6	Secondary hypertension	Cardiovascular
CV_401.61	Renovascular hypertension	Cardiovascular
CV_401.7	Hypertensive crisis*	Cardiovascular
CV_402	Elevated blood pressure reading without diagnosis of hypertension	Cardiovascular
CV_403	Angina pectoris	Cardiovascular
CV_403.1	Coronary artery spasm [Coronary vasospasm]*	Cardiovascular
CV_404	Ischemic heart disease	Cardiovascular
CV_404.1	Myocardial infarction [Heart attack]	Cardiovascular
CV_404.11	Acute myocardial infarction	Cardiovascular
CV_404.2	Coronary atherosclerosis [Atherosclerotic heart disease]	Cardiovascular
CV_404.22	Coronary atherosclerosis due to lipid rich plaque	Cardiovascular
CV_404.23	Coronary atherosclerosis due to calcified coronary lesion	Cardiovascular
CV_406	Pulmonary heart disease	Cardiovascular
CV_406.1	Pulmonary hypertension	Cardiovascular
CV_406.11	Primary pulmonary hypertension	Cardiovascular
CV_406.12	Kyphoscoliotic heart disease	Cardiovascular
CV_406.16	Group 4 pulmonary hypertension*	Cardiovascular
CV_406.2	Acute pulmonary heart disease	Cardiovascular
CV_408	Diseases of pulmonary vessels	Cardiovascular
CV_410	Inflammation of the heart [Carditis]	Cardiovascular
CV_410.1	Pericarditis	Cardiovascular
CV_410.2	Endocarditis	Cardiovascular
CV_410.3	Myocarditis	Cardiovascular
CV_411	Other diseases of pericardium	Cardiovascular
CV_411.1	Hemopericardium NEC	Cardiovascular
CV_411.2	Pericardial effusion (noninflammatory)*	Cardiovascular
CV_411.3	Cardiac tamponade	Cardiovascular
CV_413	Heart valve disorders	Cardiovascular
CV_413.1	Mitral valve disorders	Cardiovascular
CV_413.11	Mitral valve insufficiency	Cardiovascular
CV_413.12	Mitral valve prolapse*	Cardiovascular
CV_413.13	Mitral valve stenosis	Cardiovascular
CV_413.2	Aortic valve disorders	Cardiovascular
CV_413.21	Aortic stenosis	Cardiovascular
CV_413.22	Aortic insufficiency	Cardiovascular
CV_413.3	Tricuspid valve disorders	Cardiovascular
CV_413.31	Tricuspid value stenosis*	Cardiovascular
CV_413.32	Tricuspid value insufficiency*	Cardiovascular
CV_413.4	Pulmonary valve disorders	Cardiovascular
CV_413.41	Pulmonary valve stenosis	Cardiovascular
CV_413.42	Pulmonary valve insufficiency*	Cardiovascular
CV_413.6	Heart valve replaced	Cardiovascular
CV_414	Cardiomyopathy	Cardiovascular
CV_414.1	Hypertrophic cardiomyopathy	Cardiovascular
CV_414.11	Hypertrophic obstructive cardiomyopathy	Cardiovascular
CV_414.2	Dilated cardiomyopathy*	Cardiovascular
CV_414.3	Alcoholic cardiomyopathy	Cardiovascular
CV_414.5	Ischemic cardiomyopathy*	Cardiovascular
CV_414.6	Endomyocardial (eosinophilic) disease [Endomyocardial fibrosis]	Cardiovascular
CV_414.7	Endocardial fibroelastosis	Cardiovascular
CV_414.8	Restrictive cardiomyopathy*	Cardiovascular
CV_414.9	Takotsubo syndrome [Stress cardiomyopathy]	Cardiovascular
CV_416	Cardiac arrhythmia and conduction disorders	Cardiovascular
CV_416.1	Paroxysmal tachycardia	Cardiovascular
CV_416.11	Supraventricular tachycardia	Cardiovascular
CV_416.12	Ventricular tachycardia	Cardiovascular
CV_416.121	Torsades de pointes*	Cardiovascular
CV_416.2	Atrial fibrillation and flutter	Cardiovascular
CV_416.21	Atrial fibrillation	Cardiovascular
CV_416.211	Paroxysmal atrial fibrillation*	Cardiovascular
CV_416.212	Persistent atrial fibrillation*	Cardiovascular
CV_416.213	Chronic atrial fibrillation*	Cardiovascular
CV_416.214	Permanent atrial fibrillation*	Cardiovascular
CV_416.22	Atrial flutter	Cardiovascular
CV_416.221	Typical atrial flutter*	Cardiovascular
CV_416.222	Atypical atrial flutter*	Cardiovascular
CV_416.3	Ventricular fibrillation and flutter	Cardiovascular
CV_416.31	Ventricular fibrillation	Cardiovascular
CV_416.32	Ventricular flutter	Cardiovascular
CV_416.4	Heart block	Cardiovascular
CV_416.41	Atrioventricular block	Cardiovascular
CV_416.411	"Atrioventricular block, first degree"	Cardiovascular
CV_416.412	"Atrioventricular block, second degree"	Cardiovascular
CV_416.413	"Atrioventricular block, complete"	Cardiovascular
CV_416.42	Left bundle branch block	Cardiovascular
CV_416.43	Right bundle branch block	Cardiovascular
CV_416.5	Premature depolarization [Premature beats]	Cardiovascular
CV_416.51	Atrial premature depolarization [Supraventricular premature beats]	Cardiovascular
CV_416.52	Ventricular premature depolarization*	Cardiovascular
CV_416.6	Long QT syndrome	Cardiovascular
CV_416.7	Sinoatrial node dysfunction	Cardiovascular
CV_416.71	Sick sinus syndrome*	Cardiovascular
CV_416.8	Pre-excitation syndrome [Anomalous atrioventricular excitation]	Cardiovascular
CV_417	Abnormalities of heart beat	Cardiovascular
CV_417.1	Palpitations	Cardiovascular
CV_417.2	Tachycardia	Cardiovascular
CV_417.3	Bradycardia	Cardiovascular
CV_418	Abnormal results of cardiovascular function studies	Cardiovascular
CV_418.1	Abnormal electrocardiogram [ECG] [EKG]	Cardiovascular
CV_418.2	Abnormal findings on diagnostic imaging of heart and coronary circulation*	Cardiovascular
CV_419	Presence of cardiac device	Cardiovascular
CV_419.1	Presence of cardiac pacemaker	Cardiovascular
CV_419.2	Presence of cardiac defibrillator	Cardiovascular
CV_420	Cardiac arrest	Cardiovascular
